fga,fg3a,fta,per,ts_pct,usg_pct,bpm,season,player,win_pct,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
10.6,1.8,4.1,22.5,0.608,19.1,8,1993-94,John Stockton,0.646341463,0,1,1010,0.001,82,36.2,15.1,3.1,12.6,2.4,0.3,0.528,0.322,0.805,13.2,0.214
21.5,4,7.1,21.4,0.529,32,2.6,1993-94,Dominique Wilkins,0.5,0,1,1010,0.001,74,35.6,26,6.5,2.3,1.2,0.4,0.44,0.288,0.847,8.4,0.153
15.7,0.3,4.7,19.4,0.538,24.1,0.4,1993-94,Kevin Willis,0.695121951,0,1,1010,0.001,80,35.8,19.1,12,1.9,1,0.5,0.499,0.375,0.713,10.2,0.17
18.4,0.2,10.5,29.1,0.602,29.9,9.2,1994-95,David Robinson,0.756097561,73,901,1050,0.858,81,38,27.6,10.8,2.9,1.7,3.2,0.53,0.3,0.774,17.5,0.273
20.2,0.1,10.8,28.6,0.588,31.9,5.8,1994-95,Shaquille O'Neal,0.695121951,12,605,1050,0.576,79,37,29.3,11.4,2.7,0.9,2.4,0.583,0,0.533,14,0.23
18.9,0.5,8.5,25.1,0.59,30.3,5.6,1994-95,Karl Malone,0.731707317,14,532,1050,0.507,82,38.1,26.7,10.6,3.5,1.6,1,0.536,0.268,0.742,13.8,0.212
18.4,0.3,7.1,21.9,0.555,30.7,3.5,1994-95,Patrick Ewing,0.670731707,2,230,1050,0.219,79,37,23.9,11,2.7,0.9,2,0.503,0.286,0.75,9.6,0.157
21.5,0.2,7.5,26,0.563,31.7,5.4,1994-95,Hakeem Olajuwon,0.573170732,1,147,1050,0.14,72,39.6,27.8,10.8,3.5,1.8,3.4,0.517,0.188,0.756,10.7,0.181
16.8,3.2,7.5,25.2,0.572,27.5,6.3,1994-95,Charles Barkley,0.719512195,1,96,1050,0.091,68,35,23,11.1,4.1,1.6,0.7,0.486,0.338,0.748,10.6,0.214
16.7,4,5.6,22.6,0.559,26.3,7.5,1994-95,Scottie Pippen,0.573170732,1,83,1050,0.079,79,38.2,21.4,8.1,5.2,2.9,1.1,0.48,0.345,0.716,11.8,0.188
9.6,2.8,3.7,23.3,0.651,18.9,9,1994-95,John Stockton,0.731707317,1,47,1050,0.045,82,35,14.7,3.1,12.3,2.4,0.3,0.542,0.449,0.804,13.9,0.233
16.4,2.8,4.2,21.3,0.564,24.4,4.9,1994-95,Gary Payton,0.695121951,0,34,1050,0.032,82,36.8,20.6,3.4,7.1,2.5,0.2,0.509,0.302,0.716,11.7,0.187
14.8,3.2,6,20.8,0.599,23.7,4.1,1994-95,Anfernee Hardaway,0.695121951,0,23,1050,0.022,77,37.7,20.9,4.4,7.2,1.7,0.3,0.512,0.349,0.769,10.7,0.177
23.8,1.9,8,22.1,0.493,33.2,4.2,1994-95,Michael Jordan,0.573170732,0,12,1050,0.011,17,39.3,26.9,6.9,5.3,1.8,0.8,0.411,0.5,0.801,2.3,0.167
4.9,0,2.3,16.6,0.604,10.9,1.8,1994-95,Dennis Rodman,0.756097561,0,9,1050,0.009,49,32,7.1,16.8,2,0.6,0.5,0.571,0,0.676,5.8,0.178
10.8,3.3,3.5,15.1,0.471,19,1.2,1994-95,Jason Kidd,0.43902439,0,7,1050,0.007,79,33.8,11.7,5.4,7.7,1.9,0.3,0.385,0.272,0.698,3.7,0.066
16.3,5.4,5.8,22.4,0.577,25.7,6.5,1994-95,Clyde Drexler,0.5,0,3,1050,0.003,76,35.9,21.8,6.3,4.8,1.8,0.6,0.461,0.36,0.824,11.7,0.206
16.8,2.5,5,19.9,0.57,26.5,0.9,1994-95,Cedric Ceballos,0.585365854,0,1,1050,0.001,58,35,21.7,8,1.8,1,0.3,0.509,0.397,0.716,5.2,0.123
22.6,3.2,8,29.4,0.582,33.3,10.5,1995-96,Michael Jordan,0.87804878,109,1114,1130,0.986,82,37.7,30.4,6.6,4.3,2.2,0.5,0.495,0.427,0.834,20.4,0.317
16.8,0.1,10,29.4,0.589,28.8,8.9,1995-96,David Robinson,0.719512195,0,574,1130,0.508,82,36.8,25,12.2,3,1.4,3.3,0.516,0.333,0.761,18.3,0.29
14.8,3.5,7.1,24.6,0.605,25.5,7.2,1995-96,Anfernee Hardaway,0.731707317,2,360,1130,0.319,82,36.8,21.7,4.3,7.1,2,0.5,0.513,0.314,0.767,14.4,0.229
20.8,0.2,7.6,25.5,0.558,31.9,4.9,1995-96,Hakeem Olajuwon,0.585365854,1,238,1130,0.211,72,38.8,26.9,10.9,3.6,1.6,2.9,0.514,0.214,0.724,9.7,0.166
15.8,5.2,4.2,21,0.551,24.4,6.3,1995-96,Scottie Pippen,0.87804878,0,226,1130,0.2,77,36.7,19.4,6.4,5.9,1.7,0.7,0.463,0.374,0.679,12.3,0.209
15.8,3.7,3.8,19.6,0.554,23.6,4.6,1995-96,Gary Payton,0.780487805,0,98,1130,0.087,81,39,19.3,4.2,7.5,2.9,0.2,0.484,0.328,0.748,11.5,0.174
18.5,0.5,8.6,26,0.575,29.8,7,1995-96,Karl Malone,0.670731707,1,85,1130,0.075,82,38,25.7,9.8,4.2,1.7,0.7,0.519,0.4,0.723,15.1,0.233
11.9,0.2,8.4,22.6,0.631,26.2,2.8,1995-96,Shawn Kemp,0.780487805,0,73,1130,0.065,79,33.3,19.6,11.4,2.2,1.2,1.6,0.561,0.417,0.742,11.2,0.205
15.3,0.3,8.1,20.9,0.537,25.9,4.8,1995-96,Grant Hill,0.56097561,0,63,1130,0.056,80,40.8,20.2,9.8,6.9,1.3,0.6,0.462,0.192,0.751,11.7,0.172
19.1,0,9.5,26.4,0.57,32.8,3.7,1995-96,Shaquille O'Neal,0.731707317,0,63,1130,0.056,54,36,26.6,11,2.9,0.6,2.1,0.573,0.5,0.487,6.9,0.171
10,2.7,3.4,21.9,0.642,18.7,6.8,1995-96,John Stockton,0.670731707,0,12,1130,0.011,82,35.5,14.7,2.8,11.2,1.7,0.2,0.538,0.422,0.83,13,0.214
16.3,2.5,8,24.8,0.585,27.5,5.7,1995-96,Charles Barkley,0.5,0,8,1130,0.007,71,37.1,23.2,11.6,3.7,1.6,0.8,0.5,0.28,0.777,10.5,0.191
9.2,1.8,6.3,21.1,0.612,22.7,5.2,1995-96,Magic Johnson,0.646341463,0,8,1130,0.007,32,29.9,14.6,5.7,6.9,0.8,0.4,0.466,0.379,0.856,3.6,0.181
15.4,0.4,10.2,22.7,0.584,28.1,4.2,1995-96,Alonzo Mourning,0.512195122,0,6,1130,0.005,70,38.2,23.2,10.4,2.3,1,2.7,0.523,0.3,0.685,9.9,0.178
4.8,0.4,1.7,13.6,0.501,10.3,0,1995-96,Dennis Rodman,0.87804878,0,4,1130,0.004,64,32.6,5.5,14.9,2.5,0.6,0.4,0.48,0.111,0.528,6.2,0.143
14.6,3.1,5.1,25.2,0.573,27.6,7.5,1995-96,Terrell Brandon,0.573170732,0,3,1130,0.003,75,34.3,19.3,3.3,6.5,1.8,0.4,0.465,0.387,0.887,12.7,0.237
16.9,6.4,6.1,19.2,0.591,26.9,3.5,1995-96,Mitch Richmond,0.475609756,0,3,1130,0.003,81,36.4,23.1,3.3,3.1,1.5,0.2,0.447,0.437,0.866,9.3,0.151
19.2,0.2,8.4,28.9,0.6,32.7,8.2,1996-97,Karl Malone,0.780487805,63,986,1150,0.857,82,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0,0.755,16.7,0.268
23.1,3.6,7,27.8,0.567,33.2,8.9,1996-97,Michael Jordan,0.841463415,52,957,1150,0.832,82,37.9,29.6,5.9,4.3,1.7,0.5,0.486,0.374,0.833,18.3,0.283
15.7,0.4,7.9,25.5,0.556,28.3,8.2,1996-97,Grant Hill,0.658536585,0,376,1150,0.327,80,39.3,21.4,9,7.3,1.8,0.6,0.496,0.303,0.711,14.6,0.223
17.1,7.3,4.5,20.8,0.532,26.6,6.2,1996-97,Tim Hardaway,0.743902439,0,238,1150,0.207,81,38.7,20.3,3.4,8.6,1.9,0.1,0.415,0.344,0.799,12.9,0.198
19.2,5.6,6.8,19.7,0.605,26.9,1.8,1996-97,Glen Rice,0.658536585,0,134,1150,0.117,79,42.6,26.8,4,2,0.9,0.3,0.477,0.47,0.867,10.8,0.154
18.1,4.6,4.3,21.8,0.545,26.4,5.5,1996-97,Gary Payton,0.695121951,0,105,1150,0.091,82,39.2,21.8,4.6,7.1,2.4,0.2,0.476,0.313,0.715,12.9,0.193
18.3,0.2,5.7,22.7,0.558,30.4,3.5,1996-97,Hakeem Olajuwon,0.695121951,0,95,1150,0.083,78,36.6,23.2,9.2,3,1.5,2.2,0.51,0.313,0.787,9.1,0.154
17.2,0.1,7.5,21.3,0.548,29.8,2.8,1996-97,Patrick Ewing,0.695121951,0,57,1150,0.05,78,37,22.4,10.7,2,0.9,2.4,0.488,0.222,0.754,9.8,0.163
11.3,0,5.9,18.9,0.585,17.6,3.5,1996-97,Anthony Mason,0.658536585,0,7,1150,0.006,73,43.1,16.2,11.4,5.7,1,0.5,0.525,0.333,0.745,11.4,0.173
19.4,0.1,9.4,27.1,0.556,31.1,6.5,1996-97,Shaquille O'Neal,0.682926829,0,7,1150,0.006,51,38.1,26.2,12.5,3.1,0.9,2.9,0.557,0,0.484,8,0.197
16.7,5.2,3.5,21.3,0.554,24.6,5.7,1996-97,Scottie Pippen,0.841463415,0,6,1150,0.005,82,37.7,20.2,6.5,5.7,1.9,0.5,0.474,0.368,0.701,13.1,0.203
13.4,0.1,8.6,21.6,0.578,27.5,2.9,1996-97,Alonzo Mourning,0.743902439,0,5,1150,0.004,66,35.2,19.8,9.9,1.6,0.8,2.9,0.534,0.111,0.642,8.4,0.174
9,0,5.4,19,0.584,17.4,2.7,1996-97,Dikembe Mutombo,0.682926829,0,4,1150,0.003,80,37.2,13.3,11.6,1.4,0.6,3.3,0.527,0,0.705,11.3,0.183
19.5,5.9,6.6,21.6,0.578,29.4,4.6,1996-97,Mitch Richmond,0.414634146,0,4,1150,0.003,81,38.6,25.9,3.9,4.2,1.5,0.3,0.454,0.428,0.861,10.8,0.166
9.3,2.2,4,22.1,0.656,18.4,6.6,1996-97,John Stockton,0.780487805,0,3,1150,0.003,82,35.3,14.4,2.8,10.5,2,0.2,0.548,0.422,0.846,13.6,0.226
13.1,3.9,7.8,23,0.581,23.2,5.7,1996-97,Charles Barkley,0.695121951,0,2,1150,0.002,53,37.9,19.2,13.5,4.7,1.3,0.5,0.484,0.283,0.694,9.4,0.224
16.5,1.1,7,19,0.526,27.5,1.7,1996-97,Tom Gugliotta,0.487804878,0,1,1150,0.001,81,38.7,20.6,8.7,4.1,1.6,1.1,0.442,0.258,0.82,6.7,0.103
19.8,6,7.2,18,0.513,28.9,0.9,1996-97,Allen Iverson,0.268292683,0,1,1150,0.001,76,40.1,23.5,4.1,7.5,2.1,0.3,0.416,0.341,0.702,4.1,0.065
12.7,2.9,7.4,22.9,0.631,22.6,5,1996-97,Kevin Johnson,0.487804878,0,1,1150,0.001,70,38,20.1,3.6,9.3,1.5,0.2,0.496,0.441,0.852,11.7,0.211
15.9,5.4,5.5,17.4,0.548,25,1.7,1996-97,Steve Smith,0.682926829,0,1,1150,0.001,72,39.1,20.1,3.3,4.2,0.9,0.3,0.429,0.335,0.847,9.1,0.154
23.1,1.5,8.8,25.2,0.533,33.7,6.9,1997-98,Michael Jordan,0.756097561,92,1084,1160,0.934,82,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,0.238
18.2,0.1,10.2,27.9,0.597,31.8,7.3,1997-98,Karl Malone,0.756097561,20,842,1160,0.726,81,37.4,27,10.3,3.9,1.2,0.9,0.53,0.333,0.761,16.4,0.259
15.6,4.8,4.6,21.6,0.544,24.6,5.1,1997-98,Gary Payton,0.743902439,3,431,1160,0.372,82,38.4,19.2,4.6,8.3,2.3,0.2,0.453,0.338,0.744,12.5,0.19
19.1,0,11.4,28.8,0.587,32.9,5.8,1997-98,Shaquille O'Neal,0.743902439,1,311,1160,0.268,60,36.3,28.3,11.4,2.4,0.7,2.4,0.584,0,0.527,10.2,0.224
15.7,0.1,5.9,22.6,0.577,26,4.6,1997-98,Tim Duncan,0.682926829,0,148,1160,0.128,82,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0,0.662,12.8,0.192
16,5.5,4.1,20.6,0.53,25.6,5.2,1997-98,Tim Hardaway,0.670731707,0,71,1160,0.061,81,37.4,18.9,3.7,8.3,1.7,0.2,0.431,0.351,0.781,11.7,0.185
14.6,0.1,9,27.8,0.581,29.7,8.3,1997-98,David Robinson,0.682926829,0,36,1160,0.031,73,33.7,21.6,10.6,2.7,0.9,2.6,0.511,0.25,0.735,13.8,0.269
14.2,0.1,6.4,20.4,0.564,24.7,1,1997-98,Vin Baker,0.743902439,0,24,1160,0.021,82,35.9,19.2,8,1.9,1.1,1,0.542,0.143,0.591,10.4,0.169
16.8,0.3,8,21.2,0.52,27.3,4.7,1997-98,Grant Hill,0.451219512,0,23,1160,0.02,81,40.7,21.1,7.7,6.8,1.8,0.7,0.452,0.143,0.74,10.2,0.149
16,4.4,4.4,20.4,0.533,24.4,5,1997-98,Scottie Pippen,0.756097561,0,14,1160,0.012,44,37.5,19.1,5.2,5.8,1.8,1,0.447,0.318,0.777,6.6,0.193
16.9,3.7,6.1,17.4,0.568,25.1,0.9,1997-98,Glen Rice,0.62195122,0,7,1160,0.006,82,40.2,22.3,4.3,2.2,0.9,0.3,0.457,0.433,0.849,9.3,0.136
20.8,3.6,5.8,17.8,0.481,29.2,0.6,1997-98,Antoine Walker,0.43902439,0,6,1160,0.005,82,39.9,22.4,10.2,3.3,1.7,0.7,0.423,0.312,0.645,4.7,0.07
10.5,2.8,2.5,16.4,0.502,17.6,3.1,1997-98,Jason Kidd,0.682926829,0,5,1160,0.004,82,38,11.6,6.2,9.1,2,0.3,0.416,0.313,0.799,8,0.123
8,1.4,3.6,21.8,0.628,19.3,5.6,1997-98,John Stockton,0.756097561,0,5,1160,0.004,64,29,12,2.6,8.5,1.4,0.2,0.528,0.429,0.827,8,0.206
17.4,4.8,6.7,20.4,0.569,27.8,3.6,1997-98,Mitch Richmond,0.329268293,0,3,1160,0.003,70,36.7,23.2,3.3,4,1.3,0.2,0.445,0.389,0.864,7.9,0.148
13.3,4.7,5.4,19.8,0.619,23.9,4.8,1997-98,Reggie Miller,0.707317073,0,2,1160,0.002,81,34.5,19.5,2.9,2.1,1,0.1,0.477,0.429,0.868,12,0.206
14.2,0,3.3,19.9,0.532,29.2,0.9,1997-98,Rik Smits,0.707317073,0,2,1160,0.002,73,28.6,16.7,6.9,1.4,0.5,1.2,0.495,0,0.783,6.1,0.141
18.4,3,5.1,19.3,0.522,25.7,2.5,1997-98,Michael Finley,0.243902439,0,1,1160,0.001,82,41.4,21.5,5.3,4.9,1.6,0.4,0.449,0.357,0.784,7.5,0.106
14.9,0.6,6.5,19.6,0.501,23.7,2.9,1997-98,Rod Strickland,0.512195122,0,1,1160,0.001,76,39.7,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.726,8.1,0.129
16.3,0,9.8,25.6,0.577,30.5,6.7,1998-99,Karl Malone,0.74,44,827,1180,0.701,49,37.4,23.8,9.4,4.1,1.3,0.6,0.493,0,0.788,9.6,0.252
13.8,0,9.2,24.6,0.563,27.1,4.9,1998-99,Alonzo Mourning,0.66,36,773,1180,0.655,46,38.1,20.1,11,1.6,0.7,3.9,0.511,0,0.652,7.9,0.216
16.9,0.1,7.2,23.2,0.541,27.2,4.5,1998-99,Tim Duncan,0.74,30,740,1180,0.627,50,39.3,21.7,11.4,2.4,0.9,2.5,0.495,0.143,0.69,8.7,0.213
22,4.1,9.9,22.2,0.508,32.6,5.7,1998-99,Allen Iverson,0.56,5,319,1180,0.27,48,41.5,26.8,4.9,4.6,2.3,0.1,0.412,0.291,0.751,7.2,0.173
14,2.5,4.8,22.5,0.527,21.4,5.5,1998-99,Jason Kidd,0.54,2,159,1180,0.135,50,41.2,16.9,6.8,10.8,2.3,0.4,0.444,0.366,0.757,8.1,0.188
18.1,0,10.2,30.6,0.584,32.4,7.1,1998-99,Shaquille O'Neal,0.62,1,89,1180,0.075,49,34.8,26.3,10.7,2.3,0.7,1.7,0.576,0,0.54,9,0.255
18.5,0.8,4.1,19.5,0.491,24.9,1.9,1998-99,Chris Webber,0.54,0,51,1180,0.043,42,40.9,20,13,4.1,1.4,2.1,0.486,0.118,0.454,3.6,0.102
16,0.3,7.6,23.9,0.543,29.6,6.2,1998-99,Grant Hill,0.58,0,39,1180,0.033,50,37,21.1,7.1,6,1.6,0.5,0.479,0,0.752,7.3,0.189
18.5,5.6,5.5,23.1,0.519,27.1,5.1,1998-99,Gary Payton,0.5,0,35,1180,0.03,50,40.2,21.7,4.9,8.7,2.2,0.2,0.434,0.295,0.721,7.2,0.172
19.1,0.3,4.4,22.4,0.493,27.8,5.3,1998-99,Kevin Garnett,0.5,0,9,1180,0.008,47,37.9,20.8,10.4,4.3,1.7,1.8,0.46,0.286,0.704,5.4,0.146
13.7,0,9.3,23.6,0.578,28.9,4.2,1998-99,Shawn Kemp,0.44,0,7,1180,0.006,42,35.1,20.5,9.2,2.4,1.1,1.1,0.482,0.5,0.789,6.3,0.205
10.8,0,7.4,24.9,0.564,23.8,6.7,1998-99,David Robinson,0.74,0,6,1180,0.005,49,31.7,15.8,10,2.1,1.4,2.4,0.509,0,0.658,8.4,0.261
14.5,0.3,5.4,23.1,0.559,25.9,3.2,1998-99,Hakeem Olajuwon,0.62,0,3,1180,0.003,50,35.7,18.9,9.6,1.8,1.6,2.5,0.514,0.308,0.717,6.5,0.175
9.6,0.5,3.5,20.4,0.546,21.7,4.2,1998-99,Arvydas Sabonis,0.7,0,3,1180,0.003,50,27,12.1,7.9,2.4,0.7,1.3,0.485,0.292,0.771,5.8,0.207
10.4,3.8,3.6,22.2,0.575,22.9,6.7,1998-99,Darrell Armstrong,0.66,0,2,1180,0.002,50,30,13.8,3.6,6.7,2.2,0.1,0.441,0.365,0.904,6.4,0.205
15.3,1.3,5.4,19.6,0.516,25.6,2.8,1998-99,Vince Carter,0.46,0,1,1180,0.001,50,35.2,18.3,5.7,3,1.1,1.5,0.45,0.288,0.761,5,0.136
14.3,2.8,4.2,16.7,0.488,22.4,2.8,1998-99,Anfernee Hardaway,0.66,0,1,1180,0.001,50,38.9,15.8,5.7,5.3,2.2,0.5,0.42,0.286,0.706,5,0.122
6.7,2.1,1.6,17.9,0.513,16,3,1998-99,Mark Jackson,0.66,0,1,1180,0.001,49,28.2,7.6,3.8,7.9,0.9,0.1,0.419,0.311,0.823,3.8,0.134
16.1,1.7,3.4,19.7,0.523,28.2,1.9,1998-99,Glenn Robinson,0.56,0,1,1180,0.001,47,33.6,18.4,5.9,2.1,1,0.9,0.459,0.392,0.87,4,0.122
15,3.9,6.3,17.9,0.526,26.4,3.1,1998-99,Steve Smith,0.62,0,1,1180,0.001,36,36.5,18.7,4.2,3.3,1,0.3,0.402,0.338,0.849,4.4,0.162
9.7,0.6,3.7,16.7,0.566,20.5,2,1998-99,Rasheed Wallace,0.7,0,1,1180,0.001,49,28.9,12.8,4.9,1.2,1,1.1,0.508,0.419,0.732,5,0.169
21.1,0,10.4,30.6,0.578,31.2,9.3,1999-00,Shaquille O'Neal,0.817073171,120,1207,1210,0.998,79,40,29.7,13.6,3.8,0.5,3,0.574,0,0.524,18.6,0.283
18.8,1,5,23.6,0.545,27.4,6.3,1999-00,Kevin Garnett,0.609756098,0,408,1210,0.337,81,40,22.9,11.8,5,1.5,1.6,0.497,0.37,0.765,11.6,0.172
15,0.1,7.4,25.8,0.596,28.1,5.3,1999-00,Alonzo Mourning,0.634146341,0,367,1210,0.303,79,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0,0.711,12.9,0.226
18,0.1,9,27.1,0.582,31.9,7.5,1999-00,Karl Malone,0.670731707,0,312,1210,0.258,82,35.9,25.5,9.5,3.7,1,0.9,0.509,0.25,0.797,15.3,0.249
17.3,0.1,8.1,24.8,0.555,28.7,5.6,1999-00,Tim Duncan,0.646341463,0,248,1210,0.205,74,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.761,13,0.218
20.3,6.3,5.2,23.6,0.535,26.8,6.4,1999-00,Gary Payton,0.548780488,0,180,1210,0.149,82,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,0.195
24.8,3.7,8.9,20,0.496,34.4,3.2,1999-00,Allen Iverson,0.597560976,1,132,1210,0.109,70,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,0.116
19.2,1.3,8.2,24.5,0.565,30.5,5.4,1999-00,Grant Hill,0.512195122,0,113,1210,0.093,74,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.347,0.795,10.7,0.185
20.6,1.3,5.5,23.4,0.53,28.2,5.7,1999-00,Chris Webber,0.536585366,0,96,1210,0.079,75,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.751,10.7,0.179
20.7,2.9,6.7,23.4,0.543,30,5.5,1999-00,Vince Carter,0.548780488,0,51,1210,0.042,82,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.791,11.8,0.182
12.8,2.5,3.7,18.4,0.498,20,4.3,1999-00,Jason Kidd,0.646341463,0,25,1210,0.021,67,39,14.3,7.2,10.1,2,0.4,0.409,0.337,0.829,8.5,0.156
17.9,2.2,6.1,21.7,0.546,26.8,5.1,1999-00,Kobe Bryant,0.817073171,0,3,1210,0.002,66,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202
13.6,4.9,3,19.5,0.542,23.9,4.5,1999-00,Darrell Armstrong,0.5,0,1,1210,0.001,82,31.6,16.2,3.3,6.1,2.1,0.1,0.433,0.34,0.911,8,0.149
20,3,3.9,19.2,0.522,25.1,2.1,1999-00,Michael Finley,0.487804878,0,1,1210,0.001,82,42.2,22.6,6.3,5.3,1.3,0.4,0.457,0.401,0.82,8.3,0.114
12.9,5,5,17.3,0.603,20.5,2.7,1999-00,Reggie Miller,0.682926829,0,1,1210,0.001,81,36.9,18.1,3,2.3,1,0.3,0.448,0.408,0.919,10.1,0.162
15,2.5,3.8,16.7,0.547,23.2,1.4,1999-00,Jalen Rose,0.682926829,0,1,1210,0.001,80,37.2,18.2,4.8,4,1.1,0.6,0.471,0.393,0.827,7.3,0.118
25.5,4.3,10.1,24,0.518,35.9,6.1,2000-01,Allen Iverson,0.682926829,93,1121,1240,0.904,71,42,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19
17.1,0.3,8.1,23.8,0.536,28.7,4.7,2000-01,Tim Duncan,0.707317073,18,706,1240,0.569,82,38.7,22.2,12.2,3,0.9,2.3,0.499,0.259,0.618,13.2,0.2
19.2,0,13.1,30.2,0.574,31.6,7.7,2000-01,Shaquille O'Neal,0.682926829,7,578,1240,0.466,74,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0,0.513,14.9,0.245
23.4,0.4,6.6,24.7,0.516,31.6,5.5,2000-01,Chris Webber,0.670731707,5,521,1240,0.42,70,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11,0.186
18.2,0.8,5.8,23.9,0.531,27,6,2000-01,Kevin Garnett,0.573170732,1,151,1240,0.122,81,39.5,22,11.4,5,1.4,1.8,0.477,0.288,0.764,11.8,0.176
22.4,2.2,7.6,24.9,0.521,31.2,7,2000-01,Tracy McGrady,0.524390244,0,64,1240,0.052,77,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189
16.6,0.1,8.3,24.7,0.572,30,6.6,2000-01,Karl Malone,0.646341463,0,21,1240,0.017,81,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217
14.2,3,5.2,19.4,0.51,22.7,4.2,2000-01,Jason Kidd,0.62195122,0,18,1240,0.015,77,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15
22.2,2.9,8.2,24.5,0.552,31.8,4.8,2000-01,Kobe Bryant,0.682926829,0,11,1240,0.009,68,40.9,28.5,5.9,5,1.7,0.6,0.464,0.305,0.853,11.3,0.196
10.3,0,5.9,23.7,0.559,22.8,5.2,2000-01,David Robinson,0.707317073,0,8,1240,0.006,80,29.6,14.4,8.6,1.5,1,2.5,0.486,0,0.747,12.1,0.246
16,5.7,4.8,22.9,0.61,24.4,5.5,2000-01,Ray Allen,0.634146341,0,7,1240,0.006,82,38.2,22,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,0.211
22.1,5.3,6.7,25,0.551,30.7,7.6,2000-01,Vince Carter,0.573170732,0,7,1240,0.006,75,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208
18.5,4.7,9,22.3,0.563,30.6,4.4,2000-01,Paul Pierce,0.43902439,0,5,1240,0.004,82,38,25.3,6.4,3.1,1.7,0.8,0.454,0.383,0.745,10.4,0.16
24.1,5.9,10.1,21.8,0.521,35.2,5.1,2000-01,Jerry Stackhouse,0.390243902,0,3,1240,0.002,80,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.351,0.822,9.2,0.137
18.9,3.2,4,18.2,0.521,24.9,1.9,2000-01,Michael Finley,0.646341463,0,1,1240,0.001,82,42,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,0.119
11.9,0,5.9,17.4,0.555,20,1.9,2000-01,Anthony Mason,0.609756098,0,1,1240,0.001,80,40.7,16.1,9.6,3.1,1,0.3,0.482,0,0.781,11.6,0.171
7.9,1.6,3.4,22.3,0.61,18.8,6.7,2000-01,John Stockton,0.646341463,0,1,1240,0.001,82,29.2,11.5,2.8,8.7,1.6,0.3,0.504,0.462,0.817,10.8,0.216
18.3,0.1,8.5,27,0.576,29,7.6,2001-02,Tim Duncan,0.707317073,57,954,1260,0.757,82,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257
13.9,4.4,3,19.1,0.484,22.5,4.5,2001-02,Jason Kidd,0.634146341,45,897,1260,0.712,82,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14
18.3,0,10.7,29.7,0.59,31.8,8,2001-02,Shaquille O'Neal,0.707317073,15,696,1260,0.552,67,36.1,27.2,10.7,3,0.6,2,0.579,0,0.555,13.2,0.262
20.9,3.7,7.3,25.1,0.532,31.1,6.8,2001-02,Tracy McGrady,0.536585366,7,390,1260,0.31,76,38.3,25.6,7.9,5.3,1.6,1,0.451,0.364,0.748,11.5,0.189
20,1.7,7.4,23.2,0.544,30.4,4.6,2001-02,Kobe Bryant,0.707317073,1,98,1260,0.078,80,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199
19.2,2.9,4.1,22.9,0.526,27.2,5.1,2001-02,Gary Payton,0.548780488,1,54,1260,0.043,82,40.3,22.1,4.8,9,1.6,0.3,0.467,0.314,0.797,12.6,0.183
19.9,0.4,6.3,24.4,0.54,29,5.4,2001-02,Chris Webber,0.743902439,0,37,1260,0.029,54,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2
16.6,4.6,6.8,24.1,0.599,25.5,5.5,2001-02,Dirk Nowitzki,0.695121951,0,31,1260,0.025,76,38,23.4,9.9,2.4,1.1,1,0.477,0.397,0.853,13.4,0.222
27.8,4.5,9.8,21.9,0.489,37.8,4.8,2001-02,Allen Iverson,0.524390244,0,29,1260,0.023,60,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126
